NCESSCH;LEAID;LEANM05;SCHNAM05;LCITY05;LSTATE05;LATCOD;LONCOD;MLOCALE;ULOCALE;status05
10030001478;100300;BARBOUR COUNTY;BARBOUR COUNTY PRIMARY SCHOOL;CLAYTON;AL;31.8652;-85.4331;7;43;1
10030001557;100300;BARBOUR COUNTY;BARBOUR COUNTY MIDDLE SCHOOL;LOUISVILLE;AL;31.78163;-85.55465;7;43;1
10030001558;100300;BARBOUR COUNTY;VIVIAN B ADAMS SCHOOL;OZARK;AL;31.45945;-85.60486;7;41;1
10030001641;100300;BARBOUR COUNTY;BARBOUR COUNTY INTERMEDIATE SCHOOL;LOUISVILLE;AL;31.77747;-85.54895;7;43;1
10033000082;100330;BESSEMER CITY;GREENWOOD ELEMENTARY SCHOOL;BESSEMER;AL;33.33624;-86.93112;8;41;1
10033000084;100330;BESSEMER CITY;CHARLES F HARD ELEMENTARY SCHOOL;BESSEMER;AL;33.40998;-86.9402;3;21;1
10033000086;100330;BESSEMER CITY;JAMES A DAVIS MIDDLE SCHOOL;BESSEMER;AL;33.39128;-86.95205;3;21;1
10033000087;100330;BESSEMER CITY;JESS LANIER HIGH SCHOOL;BESSEMER;AL;33.36639;-86.98644;3;21;1
10033000088;100330;BESSEMER CITY;JONESBORO ELEMENTARY SCHOOL;BESSEMER;AL;33.37743;-86.95825;3;21;1
10033000090;100330;BESSEMER CITY;WESTHILLS ELEMENTARY SCHOOL;BESSEMER;AL;33.37814;-86.98001;3;21;1
10033001264;100330;BESSEMER CITY;NEW HORIZON ALTERNATIVE SCHOOL;BESSEMER;AL;33.40189;-86.95799;3;21;1
10033001267;100330;BESSEMER CITY;BESSEMER CENTER FOR TECHNOLOGY;BESSEMER;AL;33.36664;-86.98653;3;21;1
10033001479;100330;BESSEMER CITY;ABRAMS ELEMENTARY SCHOOL;BESSEMER;AL;33.41295;-86.96058;3;21;1
10036000092;100360;BIBB COUNTY;BIBB COUNTY HIGH SCHOOL;CENTREVILLE;AL;32.95072;-87.14421;8;41;1
10036000094;100360;BIBB COUNTY;BRENT ELEMENTARY SCHOOL;BRENT;AL;32.94253;-87.16306;3;32;1
10036000095;100360;BIBB COUNTY;CENTREVILLE ELEMENTARY SCHOOL;CENTREVILLE;AL;32.94271;-87.10494;8;41;1
10036000096;100360;BIBB COUNTY;RANDOLPH ELEMENTARY SCHOOL;RANDOLPH;AL;32.90042;-86.90581;8;42;1
10036000098;100360;BIBB COUNTY;WEST BLOCTON ELEMENTARY SCHOOL;WEST BLOCTON;AL;33.11523;-87.11844;8;42;1
10036000099;100360;BIBB COUNTY;WEST BLOCTON HIGH SCHOOL;WEST BLOCTON;AL;33.1228;-87.1281;8;42;1
10036000669;100360;BIBB COUNTY;BIBB COUNTY CAREER/TECHNICAL CENTER;WEST BLOCTON;AL;33.05565;-87.13545;8;42;1
10036001426;100360;BIBB COUNTY;WEST BLOCTON MIDDLE SCHOOL;WEST BLOCTON;AL;33.11535;-87.12314;8;42;1
10036001470;100360;BIBB COUNTY;BIBB COUNTY JUNIOR HIGH SCHOOL;CENTREVILLE;AL;32.94587;-87.12499;3;32;1
10036001480;100360;BIBB COUNTY;WOODSTOCK ELEMENTARY SCHOOL;WOODSTOCK;AL;33.21227;-87.13747;8;42;1
10039000073;100390;BIRMINGHAM CITY;WORKSHOP INCORPORATE;BIRMINGHAM;AL;33.52487;-86.77114;1;12;1
10039000079;100390;BIRMINGHAM CITY;ENGLE DAY TREATMENT;BIRMINGHAM;AL;33.5034;-86.80493;1;12;1
10039000103;100390;BIRMINGHAM CITY;AVONDALE ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.51618;-86.77205;1;12;1
10039000105;100390;BIRMINGHAM CITY;BANKS MIDDLE SCHOOL;BIRMINGHAM;AL;33.57146;-86.70768;1;12;1
10039000106;100390;BIRMINGHAM CITY;BARRETT ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.55937;-86.72849;1;12;1
10039000107;100390;BIRMINGHAM CITY;CHARLES A BROWN ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.48551;-86.89889;1;12;1
10039000108;100390;BIRMINGHAM CITY;BUSH MIDDLE SCHOOL-MAGNET;BIRMINGHAM;AL;33.50427;-86.89445;1;12;1
10039000111;100390;BIRMINGHAM CITY;CENTER STREET MIDDLE;BIRMINGHAM;AL;33.48791;-86.82974;1;12;1
10039000112;100390;BIRMINGHAM CITY;CENTRAL PARK ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.48502;-86.88689;1;12;1
10039000113;100390;BIRMINGHAM CITY;CHRISTIAN ALTERNATIVE SCHOOL;BIRMINGHAM;AL;33.58041;-86.69085;1;12;1
10039000115;100390;BIRMINGHAM CITY;COUNCILL ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.51265;-86.88539;1;12;1
10039000116;100390;BIRMINGHAM CITY;CURRY ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.56861;-86.73555;1;12;1
10039000119;100390;BIRMINGHAM CITY;EPIC SCHOOL;BIRMINGHAM;AL;33.4943;-86.81332;1;12;1
10039000122;100390;BIRMINGHAM CITY;ENSLEY HIGH SCHOOL-MAGNET;BIRMINGHAM;AL;33.50644;-86.89432;1;12;1
10039000127;100390;BIRMINGHAM CITY;GATE CITY ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.54201;-86.73355;1;12;1
10039000128;100390;BIRMINGHAM CITY;GIBSON ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.5408;-86.76234;1;12;1
10039000130;100390;BIRMINGHAM CITY;GOING ELEMENTARY SCHOOL-MAGNET;BIRMINGHAM;AL;33.60546;-86.68583;1;12;1
10039000133;100390;BIRMINGHAM CITY;GREEN ACRES MIDDLE SCHOOL;BIRMINGHAM;AL;33.46881;-86.89706;1;12;1
10039000134;100390;BIRMINGHAM CITY;HAYES HIGH SCHOOL;BIRMINGHAM;AL;33.53066;-86.77217;1;12;1
10039000136;100390;BIRMINGHAM CITY;HEMPHILL ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.4939;-86.85182;1;12;1
10039000137;100390;BIRMINGHAM CITY;HILL ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.51119;-86.83137;1;12;1
10039000138;100390;BIRMINGHAM CITY;WOODLAWN HIGH ALTERNATIVE CENTER;BIRMINGHAM;AL;33.54135;-86.75094;1;12;1
10039000139;100390;BIRMINGHAM CITY;HUDSON K-EIGHT SCHOOL;BIRMINGHAM;AL;33.55567;-86.80461;1;12;1
10039000140;100390;BIRMINGHAM CITY;HUFFMAN MIDDLE SCHOOL;BIRMINGHAM;AL;33.59541;-86.69292;1;12;1
10039000141;100390;BIRMINGHAM CITY;HUFFMAN HIGH SCHOOL-MAGNET;BIRMINGHAM;AL;33.6103;-86.68266;1;12;1
10039000142;100390;BIRMINGHAM CITY;INGLENOOK SCHOOL;BIRMINGHAM;AL;33.56324;-86.77961;1;12;1
10039000143;100390;BIRMINGHAM CITY;JACKSON ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.47826;-86.85471;1;12;1
10039000145;100390;BIRMINGHAM CITY;JONES VALLEY MIDDLE SCHOOL;BIRMINGHAM;AL;33.46441;-86.88384;1;12;1
10039000147;100390;BIRMINGHAM CITY;KINGSTON KINDERGARTEN-EIGHTH GRADE SCHOOL;BIRMINGHAM;AL;33.53706;-86.76841;1;12;1
10039000149;100390;BIRMINGHAM CITY;ROBERT E LEE ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.48482;-86.86757;1;12;1
10039000150;100390;BIRMINGHAM CITY;LEWIS ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.54478;-86.82445;1;12;1
10039000155;100390;BIRMINGHAM CITY;MCELWAIN ELEMENTARY SCHOOL-MAGNET;BIRMINGHAM;AL;33.51889;-86.72776;1;12;1
10039000156;100390;BIRMINGHAM CITY;MINOR ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.50493;-86.88288;1;12;1
10039000158;100390;BIRMINGHAM CITY;NORTH BIRMINGHAM ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.55677;-86.81961;1;12;1
10039000159;100390;BIRMINGHAM CITY;NORTH ROEBUCK ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.59109;-86.70667;1;12;1
10039000161;100390;BIRMINGHAM CITY;NORWOOD ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.54008;-86.80172;1;12;1
10039000163;100390;BIRMINGHAM CITY;OLIVER ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.53646;-86.73296;1;12;1
10039000164;100390;BIRMINGHAM CITY;JACKSON-OLIN HIGH SCHOOL;BIRMINGHAM;AL;33.51922;-86.89172;1;12;1
10039000165;100390;BIRMINGHAM CITY;PARKER HIGH SCHOOL;BIRMINGHAM;AL;33.51621;-86.83054;1;12;1
10039000170;100390;BIRMINGHAM CITY;POWDERLY ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.46461;-86.8715;1;12;1
10039000173;100390;BIRMINGHAM CITY;N H PRICE ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.47961;-86.88071;1;12;1
10039000174;100390;BIRMINGHAM CITY;PRINCETON ALTERNATIVE SCHOOL;BIRMINGHAM;AL;33.50262;-86.86014;1;12;1
10039000175;100390;BIRMINGHAM CITY;WE PUTNAM MIDDLE SCHOOL-MAGNET;BIRMINGHAM;AL;33.52818;-86.71459;1;12;1
10039000176;100390;BIRMINGHAM CITY;RAMSAY HIGH SCHOOL;BIRMINGHAM;AL;33.49789;-86.79685;1;12;1
10039000179;100390;BIRMINGHAM CITY;ROBINSON ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.57168;-86.71916;1;12;1
10039000184;100390;BIRMINGHAM CITY;SMITH MIDDLE SCHOOL;BIRMINGHAM;AL;33.61102;-86.69982;1;12;1
10039000187;100390;BIRMINGHAM CITY;TUGGLE ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.5246;-86.82902;1;12;1
10039000190;100390;BIRMINGHAM CITY;WASHINGTON ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.49601;-86.82931;1;12;1
10039000191;100390;BIRMINGHAM CITY;WENONAH ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.4493;-86.88884;1;12;1
10039000192;100390;BIRMINGHAM CITY;WENONAH HIGH SCHOOL;BIRMINGHAM;AL;33.4495;-86.88832;1;12;1
10039000194;100390;BIRMINGHAM CITY;WEST END HIGH SCHOOL;BIRMINGHAM;AL;33.48376;-86.86738;1;12;1
10039000195;100390;BIRMINGHAM CITY;WHATLEY ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.53162;-86.77278;1;12;1
10039000196;100390;BIRMINGHAM CITY;WILKERSON MIDDLE SCHOOL;BIRMINGHAM;AL;33.5221;-86.83429;1;12;1
10039000197;100390;BIRMINGHAM CITY;WILSON ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.50813;-86.85335;1;12;1
10039000198;100390;BIRMINGHAM CITY;WOODLAWN HIGH SCHOOL-MAGNET;BIRMINGHAM;AL;33.54135;-86.75094;1;12;1
10039000200;100390;BIRMINGHAM CITY;TR WRIGHT ELEMENTARY SCHOOL-MAGNET;BIRMINGHAM;AL;33.61826;-86.68131;1;12;1
10039000201;100390;BIRMINGHAM CITY;WYLAM ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.50471;-86.91659;1;12;1
10039000530;100390;BIRMINGHAM CITY;FAMILY COURT ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.50424;-86.8333;1;12;1
10039001270;100390;BIRMINGHAM CITY;CITY ELEMENTARY;BIRMINGHAM;AL;33.5646;-86.7747;1;12;1
10039001281;100390;BIRMINGHAM CITY;CITY HIGH SCHOOL;BIRMINGHAM;AL;33.5646;-86.7747;1;12;1
10039001288;100390;BIRMINGHAM CITY;KENNEDY ALTERNATIVE;BIRMINGHAM;AL;33.54734;-86.74464;1;12;1
10039001290;100390;BIRMINGHAM CITY;WOODLAWN MIDDLE ALTERNATIVE CENTER;BIRMINGHAM;AL;33.54135;-86.75094;1;12;1
10039001296;100390;BIRMINGHAM CITY;ADOLESCENT DAY TREATMENT;BIRMINGHAM;AL;33.5034;-86.80493;1;12;1
10039001316;100390;BIRMINGHAM CITY;OLIN VOCATIONAL SCHOOL;ENSLEY;AL;33.52136;-86.88883;1;12;1
10039001420;100390;BIRMINGHAM CITY;ENSLEY MIDDLE ALTERNATIVE CENTER;BIRMINGHAM;AL;33.50644;-86.89432;1;12;1
10039001421;100390;BIRMINGHAM CITY;SOUTH HAMPTON ELEMENTARY;BIRMINGHAM;AL;33.54292;-86.89226;1;12;1
10039001446;100390;BIRMINGHAM CITY;MARTHA GASKINS MIDDLE SCHOOL;BIRMINGHAM;AL;33.59462;-86.7046;1;12;1
10039001468;100390;BIRMINGHAM CITY;GEORGE WASHINGTON CARVER HIGH SCHOOL;BIRMINGHAM;AL;33.56138;-86.82324;1;12;1
10039001484;100390;BIRMINGHAM CITY;GLEN IRIS ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.52239;-86.8053;1;12;1
10039001628;100390;BIRMINGHAM CITY;RIGGINS;BIRMINGHAM;AL;33.5665;-86.7893;1;12;3
10039001629;100390;BIRMINGHAM CITY;GATEWAY SCHOOL;BIRMINGHAM;AL;33.54538;-86.75842;1;12;1
10039001645;100390;BIRMINGHAM CITY;DANIEL PAYNE MIDDLE SCHOOL;BIRMINGHAM;AL;33.55299;-86.87745;1;12;1
10039001647;100390;BIRMINGHAM CITY;KIRBY MIDDLE SCHOOL;BIRMINGHAM;AL;33.53387;-86.80435;1;12;1
10039001649;100390;BIRMINGHAM CITY;ARRINGTON MIDDLE SCHOOL;BIRMINGHAM;AL;33.47622;-86.87103;1;12;1
10039001717;100390;BIRMINGHAM CITY;GLENN MIDDLE SCHOOL;BIRMINGHAM;AL;33.51335;-86.86269;1;12;1
10039001744;100390;BIRMINGHAM CITY;ROBERT C ARTHUR ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.5243;-86.88333;1;12;1
10039001745;100390;BIRMINGHAM CITY;GASTON ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.44157;-86.9191;1;12;1
10039001746;100390;BIRMINGHAM CITY;ENSLEY HIGH ALTERNATIVE CENTER;BIRMINGHAM;AL;33.50644;-86.89432;1;12;1
10039001761;100390;BIRMINGHAM CITY;FAMILY COURT HIGH SCHOOL;BIRMINGHAM;AL;33.50424;-86.8333;1;12;1
10039001762;100390;BIRMINGHAM CITY;SUN VALLEY ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.63609;-86.71215;1;12;1
10039001764;100390;BIRMINGHAM CITY;HOMEBOUND ELEMENTARY SCHOOL;BIRMINGHAM;AL;33.51468;-86.78939;1;12;1
10039001765;100390;BIRMINGHAM CITY;HOMEBOUND HIGH SCHOOL;BIRMINGHAM;AL;33.51468;-86.78939;1;12;1
10039001823;100390;BIRMINGHAM CITY;OSSIE WARE MITCHELL ELEMENTARY SCHOOL;BIRMINGHAM;AL;;;1;N;7
10039001866;100390;BIRMINGHAM CITY;OPPORTUNITY CENTER AT RIGGINS;BIRMINGHAM;AL;33.5665;-86.7893;1;12;4
10042000101;100420;BLOUNT COUNTY;HAYDEN MIDDLE SCHOOL;HAYDEN;AL;33.87814;-86.77205;8;42;1
10042000203;100420;BLOUNT COUNTY;APPALACHIAN  SCHOOL;ONEONTA;AL;34.03791;-86.42063;8;42;1
10042000205;100420;BLOUNT COUNTY;BLOUNTSVILLE ELEMENTARY SCHOOL;BLOUNTSVILLE;AL;34.08592;-86.58616;8;42;1
10042000206;100420;BLOUNT COUNTY;CLEVELAND HIGH SCHOOL;CLEVELAND;AL;33.99462;-86.57296;8;42;1
10042000207;100420;BLOUNT COUNTY;HAYDEN ELEMENTARY SCHOOL;HAYDEN;AL;33.88356;-86.77064;8;42;1
10042000208;100420;BLOUNT COUNTY;HAYDEN HIGH SCHOOL;HAYDEN;AL;33.88705;-86.76656;8;42;1
10042000209;100420;BLOUNT COUNTY;JB PENNINGTON HIGH SCHOOL;BLOUNTSVILLE;AL;34.07168;-86.587;8;42;1
10042000210;100420;BLOUNT COUNTY;LOCUST FORK HIGH SCHOOL;LOCUST FORK;AL;33.90857;-86.61723;8;42;1
10042000211;100420;BLOUNT COUNTY;SOUTHEASTERN ELEMENTARY SCHOOL;REMLAP;AL;33.78738;-86.621;8;41;1
10042000213;100420;BLOUNT COUNTY;SUSAN MOORE HIGH SCHOOL;BLOUNTSVILLE;AL;34.07751;-86.46466;8;42;1
10042000670;100420;BLOUNT COUNTY;ALLGOOD ALTERNATIVE SCHOOL;ONEONTA;AL;33.90548;-86.51249;8;41;1
10042000676;100420;BLOUNT COUNTY;BLOUNT COUNTY MULTI-NEEDS CENTER;CLEVELAND;AL;33.99292;-86.56896;8;42;1
10042000682;100420;BLOUNT COUNTY;BLOUNT COUNTY CAREER TECHNICAL CENTER;CLEVELAND;AL;33.99149;-86.55453;8;42;1
10042001427;100420;BLOUNT COUNTY;LOCUST FORK ELEMENTARY;LOCUST FORK;AL;33.90726;-86.61716;8;42;1
10042001476;100420;BLOUNT COUNTY;CLEVELAND ELEMENTARY SCHOOL;CLEVELAND;AL;33.99609;-86.58144;8;42;1
10042001481;100420;BLOUNT COUNTY;SUSAN MOORE ELEMENTARY SCHOOL;BLOUNTSVILLE;AL;34.07751;-86.46466;8;42;1
10045000214;100450;BREWTON CITY;BREWTON ELEMENTARY SCHOOL;BREWTON;AL;31.11915;-87.06866;6;32;1
10045000215;100450;BREWTON CITY;BREWTON MIDDLE SCHOOL;BREWTON;AL;31.12574;-87.06283;6;32;1
10045000216;100450;BREWTON CITY;TR MILLER HIGH SCHOOL;BREWTON;AL;31.13738;-87.06866;6;32;1
10048000218;100480;BULLOCK COUNTY;BULLOCK COUNTY HIGH SCHOOL;UNION SPRINGS;AL;32.13158;-85.72436;6;32;1
10048000220;100480;BULLOCK COUNTY;MERRITT ELEMENTARY SCHOOL;MIDWAY;AL;32.0753;-85.4718;7;43;1
10048000221;100480;BULLOCK COUNTY;SOUTH HIGHLANDS ELEMENTARY SCHOOL;UNION SPRINGS;AL;32.13242;-85.71949;6;32;1
10048000222;100480;BULLOCK COUNTY;UNION SPRINGS ELEMENTARY SCHOOL;UNION SPRINGS;AL;32.14619;-85.71202;6;32;1
10048000688;100480;BULLOCK COUNTY;BULLOCK COUNTY CAREER TECHNICAL CENTER;UNION SPRINGS;AL;32.14344;-85.7133;6;32;1
10051000225;100510;BUTLER COUNTY;GEORGIANA HIGH SCHOOL;GEORGIANA;AL;31.64195;-86.74156;7;43;1
10051000226;100510;BUTLER COUNTY;GREENVILLE HIGH SCHOOL;GREENVILLE;AL;31.83039;-86.65231;6;41;1
10051000228;100510;BUTLER COUNTY;GREENVILLE MIDDLE SCHOOL;GREENVILLE;AL;31.83758;-86.62683;6;32;1
10051000229;100510;BUTLER COUNTY;MCKENZIE HIGH SCHOOL;MCKENZIE;AL;31.54536;-86.71442;7;43;1
10051000230;100510;BUTLER COUNTY;RL AUSTIN ELEMENTARY SCHOOL;GEORGIANA;AL;31.64546;-86.72831;7;43;1
10051000231;100510;BUTLER COUNTY;WO PARMER ELEMENTARY SCHOOL;GREENVILLE;AL;31.83386;-86.62576;6;32;1
10051000690;100510;BUTLER COUNTY;BUTLER COUNTY AREA VOCATIONAL SCHOOL;GREENVILLE;AL;31.8315;-86.6395;7;32;1
10051001482;100510;BUTLER COUNTY;GREENVILLE ELEMENTARY SCHOOL;GREENVILLE;AL;31.83222;-86.6264;6;32;1
10054000169;100540;CALHOUN COUNTY;COOSA VALLEY REGIONAL DETENTION CENTER;ANNISTON;AL;33.7061;-85.82169;2;13;1
10054000232;100540;CALHOUN COUNTY;ALEXANDRIA HIGH SCHOOL;ALEXANDRIA;AL;33.77602;-85.8864;4;23;1
10054000239;100540;CALHOUN COUNTY;DE ARMANVILLE JR HIGH SCHOOL;ANNISTON;AL;;;N;N;2
10054000240;100540;CALHOUN COUNTY;OHATCHEE HIGH SCHOOL;OHATCHEE;AL;33.78583;-86.00336;8;42;1
10054000242;100540;CALHOUN COUNTY;SAKS ELEMENTARY SCHOOL;ANNISTON;AL;33.70174;-85.8308;4;23;1
10054000243;100540;CALHOUN COUNTY;SAKS HIGH SCHOOL;ANNISTON;AL;33.70176;-85.83767;4;23;1
10054000244;100540;CALHOUN COUNTY;SAKS MIDDLE SCHOOL;ANNISTON;AL;33.70173;-85.83059;4;23;1
10054000246;100540;CALHOUN COUNTY;WEAVER ELEMENTARY SCHOOL;WEAVER;AL;33.754;-85.81576;4;23;1
10054000247;100540;CALHOUN COUNTY;WEAVER HIGH SCHOOL;WEAVER;AL;33.74695;-85.83495;4;23;1
10054000249;100540;CALHOUN COUNTY;WELLBORN ELEMENTARY SCHOOL;ANNISTON;AL;33.65268;-85.87954;4;23;1
10054000250;100540;CALHOUN COUNTY;WHITE PLAINS HIGH SCHOOL;ANNISTON;AL;33.74778;-85.68761;8;41;1
10054000700;100540;CALHOUN COUNTY;CALHOUN COUNTY ALTERNATIVE SCHOOL;ANNISTON;AL;33.69634;-85.82372;2;13;1
10054000708;100540;CALHOUN COUNTY;CALHOUN COUNTY CAREER TECHNICAL CENTER;JACKSONVILLE;AL;33.80092;-85.76004;4;23;1
10054001428;100540;CALHOUN COUNTY;OHATCHEE ELEMENTARY SCHOOL;OHATCHEE;AL;33.78813;-86.00276;8;42;1
10054001429;100540;CALHOUN COUNTY;PLEASANT VALLEY ELEMENTARY SCHOOL;JACKSONVILLE;AL;33.88461;-85.81097;8;41;1
10054001430;100540;CALHOUN COUNTY;WHITE PLAINS ELEMENTARY SCHOOL;ANNISTON;AL;33.72218;-85.67411;8;42;1
10054001488;100540;CALHOUN COUNTY;PLEASANT VALLEY HIGH SCHOOL;JACKSONVILLE;AL;33.88541;-85.8148;8;41;1
10054001489;100540;CALHOUN COUNTY;WELLBORN HIGH SCHOOL;ANNISTON;AL;33.64754;-85.87877;4;23;1
10054001747;100540;CALHOUN COUNTY;ALEXANDRIA ELEMENTARY SCHOOL;ALEXANDRIA;AL;33.77573;-85.88208;8;41;1
10060000256;100600;CHAMBERS COUNTY;LAFAYETTE EASTSIDE ELEMENTARY SCHOOL;LAFAYETTE;AL;32.89795;-85.39579;7;42;1
10060000257;100600;CHAMBERS COUNTY;FAIRFAX ELEMENTARY SCHOOL;VALLEY;AL;32.79345;-85.18605;7;32;1
10060000259;100600;CHAMBERS COUNTY;FIVE POINTS ELEMENTARY SCHOOL;FIVE POINTS;AL;33.01396;-85.33969;7;42;1
10060000260;100600;CHAMBERS COUNTY;HUGULEY ELEMENTARY SCHOOL;LANETT;AL;32.83495;-85.22937;6;32;1
10060000263;100600;CHAMBERS COUNTY;LAFAYETTE HIGH SCHOOL;LAFAYETTE;AL;32.89943;-85.39855;7;42;1
10060000264;100600;CHAMBERS COUNTY;LAFAYETTE LANIER ELEMENTARY SCHOOL;VALLEY;AL;32.81345;-85.17125;6;32;1
10060000268;100600;CHAMBERS COUNTY;BOB HARDING-SHAWMUT ELEMENTARY;VALLEY;AL;32.83893;-85.18317;7;32;1
10060000269;100600;CHAMBERS COUNTY;JOHN P POWELL MIDDLE SCHOOL;LAFAYETTE;AL;32.89087;-85.3985;7;42;1
10060000271;100600;CHAMBERS COUNTY;VALLEY HIGH SCHOOL;VALLEY;AL;32.80178;-85.18145;6;32;1
10060000272;100600;CHAMBERS COUNTY;W F BURNS MIDDLE SCHOOL;VALLEY;AL;32.80616;-85.19693;6;32;1
10060000738;100600;CHAMBERS COUNTY;CHAMBERS COUNTY CAREER TECHNOLOGY CENTER;LAFAYETTE;AL;32.9081;-85.4265;7;42;1
10063000274;100630;CHEROKEE COUNTY;CEDAR BLUFF HIGH SCHOOL;CEDAR BLUFF;AL;34.22002;-85.60542;7;42;1
10063000275;100630;CHEROKEE COUNTY;CENTRE ELEMENTARY SCHOOL;CENTRE;AL;34.15033;-85.67345;7;42;1
10063000276;100630;CHEROKEE COUNTY;CENTRE MIDDLE SCHOOL;CENTRE;AL;34.15167;-85.6778;7;42;1
10063000278;100630;CHEROKEE COUNTY;CHEROKEE COUNTY HIGH SCHOOL;CENTRE;AL;34.16454;-85.65916;7;42;1
10063000279;100630;CHEROKEE COUNTY;GAYLESVILLE HIGH SCHOOL;GAYLESVILLE;AL;34.2707;-85.5617;7;42;1
10063000282;100630;CHEROKEE COUNTY;SAND ROCK HIGH SCHOOL;SAND ROCK;AL;34.23994;-85.76783;7;42;1
10063000283;100630;CHEROKEE COUNTY;SPRING GARDEN HIGH SCHOOL;SPRING GARDEN;AL;33.9727;-85.5538;7;42;1
10063000741;100630;CHEROKEE COUNTY;CHEROKEE COUNTY CAREER & TECHNOLOGY CENTER;CENTRE;AL;34.15899;-85.68754;7;42;1
10066000261;100660;CHILTON COUNTY;ISABELLA HIGH SCHOOL;MAPLESVILLE;AL;32.82844;-86.7856;8;42;1
10066000262;100660;CHILTON COUNTY;JEMISON HIGH SCHOOL;JEMISON;AL;32.96547;-86.74748;8;42;1
10066000265;100660;CHILTON COUNTY;MAPLESVILLE HIGH SCHOOL;MAPLESVILLE;AL;32.80853;-86.88041;8;43;1
10066000270;100660;CHILTON COUNTY;THORSBY HIGH SCHOOL;THORSBY;AL;32.91459;-86.71646;8;42;1
10066000286;100660;CHILTON COUNTY;CLANTON ELEMENTARY SCHOOL;CLANTON;AL;32.82402;-86.6155;8;41;1
10066000287;100660;CHILTON COUNTY;CLANTON MIDDLE SCHOOL;CLANTON;AL;32.82538;-86.61562;8;41;1
10066000288;100660;CHILTON COUNTY;VERBENA HIGH SCHOOL;VERBENA;AL;32.74942;-86.50889;8;42;1
10066000745;100660;CHILTON COUNTY;JEMISON MIDDLE SCHOOL;JEMISON;AL;32.96454;-86.74707;8;42;1
10066000748;100660;CHILTON COUNTY;W A LECROY CAREER / TECHNICAL CENTER;CLANTON;AL;32.8335;-86.6725;8;41;1
10066001431;100660;CHILTON COUNTY;CLANTON INTERMEDIATE SCHOOL;CLANTON;AL;32.8254;-86.61584;8;41;1
10066001491;100660;CHILTON COUNTY;CHILTON COUNTY HIGH SCHOOL;CLANTON;AL;32.8218;-86.61443;8;41;1
10066001657;100660;CHILTON COUNTY;JEMISON ELEMENTARY SCHOOL;JEMISON;AL;32.98129;-86.72916;8;42;1
10069000182;100690;CHOCTAW COUNTY;SOUTHERN CHOCTAW ELEMENTARY SCHOOL;GILBERTOWN;AL;31.85038;-88.31562;7;43;1
10069000291;100690;CHOCTAW COUNTY;CHOCTAW COUNTY HIGH SCHOOL;BUTLER;AL;32.08864;-88.21645;7;43;1
10069000297;100690;CHOCTAW COUNTY;SOUTHERN CHOCTAW HIGH SCHOOL;GILBERTOWN;AL;31.76809;-88.32803;7;43;1
10069000755;100690;CHOCTAW COUNTY;TOM ORR CAREER TECHNICAL CENTER;BUTLER;AL;32.08772;-88.23236;7;43;1
10069001561;100690;CHOCTAW COUNTY;CHOCTAW COUNTY ELEMENTARY;BUTLER;AL;32.07981;-88.23293;7;43;1
10072000298;100720;CLARKE COUNTY;CLARKE COUNTY HIGH SCHOOL;GROVE HILL;AL;31.71043;-87.77504;7;43;1
10072000299;100720;CLARKE COUNTY;COFFEEVILLE ELEMENTARY SCHOOL;COFFEEVILLE;AL;31.794;-88.0679;7;43;1
10072000300;100720;CLARKE COUNTY;COFFEEVILLE HIGH SCHOOL;COFFEEVILLE;AL;31.794;-88.0679;7;43;1
10072000302;100720;CLARKE COUNTY;GROVE HILL ELEMENTARY SCHOOL;GROVE HILL;AL;31.71329;-87.79835;7;43;1
10072000304;100720;CLARKE COUNTY;JACKSON MIDDLE SCHOOL;JACKSON;AL;31.5126;-87.89405;6;33;1
